PGN	Parameter Group Label	SPN	Name	Data Range
65157	Ignition Timing 4	1425	Engine Cylinder #13 Ignition Timing	-200 to 301.99 deg
65157	Ignition Timing 4	1426	Engine Cylinder #14 Ignition Timing	-200 to 301.99 deg
65157	Ignition Timing 4	1427	Engine Cylinder #15 Ignition Timing	-200 to 301.99 deg
65157	Ignition Timing 4	1428	Engine Cylinder #16 Ignition Timing	-200 to 301.99 deg
65158	Ignition Timing 5	1429	Engine Cylinder #17 Ignition Timing	-200 to 301.99 deg
65158	Ignition Timing 5	1430	Engine Cylinder #18 Ignition Timing	-200 to 301.99 deg
65158	Ignition Timing 5	1431	Engine Cylinder #19 Ignition Timing	-200 to 301.99 deg
65158	Ignition Timing 5	1432	Engine Cylinder #20 Ignition Timing	-200 to 301.99 deg
65159	Ignition Timing 6	1433	Engine Desired Ignition Timing #1	-200 to 301.99 deg
65159	Ignition Timing 6	1434	Engine Desired Ignition Timing #2	-200 to 301.99 deg
65159	Ignition Timing 6	1435	Engine Desired Ignition Timing #3	-200 to 301.99 deg
65159	Ignition Timing 6	1436	Engine Actual Ignition Timing	-200 to 301.99 deg
65160	Ignition Transformer Secondary Output 1	1393	Engine Cylinder #1 Ignition Transformer Secondary Output	-125 to 125 %
65160	Ignition Transformer Secondary Output 1	1394	Engine Cylinder #2 Ignition Transformer Secondary Output	-125 to 125 %
65160	Ignition Transformer Secondary Output 1	1395	Engine Cylinder #3 Ignition Transformer Secondary Output	-125 to 125 %
65160	Ignition Transformer Secondary Output 1	1396	Engine Cylinder #4 Ignition Transformer Secondary Output	-125 to 125 %
65160	Ignition Transformer Secondary Output 1	1397	Engine Cylinder #5 Ignition Transformer Secondary Output	-125 to 125 %
65160	Ignition Transformer Secondary Output 1	1398	Engine Cylinder #6 Ignition Transformer Secondary Output	-125 to 125 %
65160	Ignition Transformer Secondary Output 1	1399	Engine Cylinder #7 Ignition Transformer Secondary Output	-125 to 125 %
65160	Ignition Transformer Secondary Output 1	1400	Engine Cylinder #8 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1401	Engine Cylinder #9 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1402	Engine Cylinder #10 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1403	Engine Cylinder #11 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1404	Engine Cylinder #12 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1405	Engine Cylinder #13 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1406	Engine Cylinder #14 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1407	Engine Cylinder #15 Ignition Transformer Secondary Output	-125 to 125 %
65161	Ignition Transformer Secondary Output 2	1408	Engine Cylinder #16 Ignition Transformer Secondary Output	-125 to 125 %
65162	Ignition Transformer Secondary Output 3	1409	Engine Cylinder #17 Ignition Transformer Secondary Output	-125 to 125 %
65162	Ignition Transformer Secondary Output 3	1410	Engine Cylinder #18 Ignition Transformer Secondary Output	-125 to 125 %
65162	Ignition Transformer Secondary Output 3	1411	Engine Cylinder #19 Ignition Transformer Secondary Output	-125 to 125 %
65162	Ignition Transformer Secondary Output 3	1412	Engine Cylinder #20 Ignition Transformer Secondary Output	-125 to 125 %
65163	Gaseous Fuel Pressure	1390	Engine Fuel Valve 1 Inlet Absolute Pressure	"0 to 6,425.5 kPa"
65163	Gaseous Fuel Pressure	1391	Engine Fuel Valve Differential Pressure	"0 to 6,425.5 kPa"
65163	Gaseous Fuel Pressure	1392	Engine Air to Fuel Differential Pressure	"0 to 6,425.5 kPa"
65163	Gaseous Fuel Pressure	2980	Engine Fuel  Valve 1 Outlet Absolute Pressure	"0 to 6,425.5 kPa"
65164	Auxiliary Analog Information	441	Auxiliary Temperature 1	-40 to 210 deg C
65164	Auxiliary Analog Information	442	Auxiliary Temperature 2	-40 to 210 deg C
65164	Auxiliary Analog Information	1387	Auxiliary Pressure #1	0 to 4000 kPa
65164	Auxiliary Analog Information	1388	Auxiliary Pressure #2	0 to 4000 kPa
65164	Auxiliary Analog Information	3087	Auxiliary Level	"0 to 6,425.5 mm (0 to 6.4255 m)"
65164	Auxiliary Analog Information	354	Relative Humidity	0 to 100 %
65165	Vehicle Electrical Power #2	444	Battery Potential / Power Input 2	0 to 3212.75 V
65165	Vehicle Electrical Power #2	3597	ECU Power Output Supply Voltage #1	0 to 3212.75 V
65165	Vehicle Electrical Power #2	3598	ECU Power Output Supply Voltage #2	0 to 3212.75 V
65165	Vehicle Electrical Power #2	3599	ECU Power Output Supply Voltage #3	0 to 3212.75 V
65166	Service 2	1379	Service Component Identification	0 to 250 ID
65166	Service 2	1350	Time Since Last Service	"-32,127 to 32,128 hr"
65167	Supply Pressure 2	1320	Engine External Shutdown Air Supply Pressure	"0 to 32,127.5 kPa"
65168	Engine Torque History	1246	Number of Engine Torque History Records	0 to 250 records
65168	Engine Torque History	1247	Engine Power	"0 to 32,127.5 kW"
65168	Engine Torque History	1248	Engine Peak Torque 1	"0 to 64,255 Nm"
65168	Engine Torque History	1249	Engine Peak Torque 2	"0 to 64,255 Nm"
65168	Engine Torque History	1250	Calibration Record Start Month	0 to 250 months
65168	Engine Torque History	1251	Calibration Record Start Day	0 to 62.5 days
65168	Engine Torque History	1252	Calibration Record Start Year	1985 to 2235 years
65168	Engine Torque History	1253	Calibration Record Duration Time	"0 to 210,554,060.75 hr"
65168	Engine Torque History	1254	Torque Limiting Feature Status	0 to 3
65168	Engine Torque History	1632	Engine Torque Limit Feature	0 to 7
65168	Engine Torque History	1255	Transmission Gear Ratio 1	0 to 642.55
65168	Engine Torque History	1256	"Engine Torque Limit 1, Transmission"	"0 to 64,255 Nm"
65168	Engine Torque History	1257	Transmission Gear Ratio 2	0 to 642.55
65168	Engine Torque History	1258	"Engine Torque Limit 2, Transmission"	"0 to 64,255 Nm"
65168	Engine Torque History	1259	Transmission Gear Ratio 3	0 to 642.55
65168	Engine Torque History	1260	"Engine Torque Limit 3, Transmission"	"0 to 64,255 Nm"
65168	Engine Torque History	1261	"Engine Torque Limit 4, Transmission"	"0 to 64,255 Nm"
65168	Engine Torque History	1262	"Engine Torque Limit 5, Switch"	"0 to 64,255 Nm"
65168	Engine Torque History	1263	"Engine Torque Limit 6, Axle Input"	"0 to 128,510 Nm"
65169	Fuel Leakage	1239	Engine Fuel Leakage 1	0 to 3
65169	Fuel Leakage	1240	Engine Fuel Leakage 2	0 to 3
65170	Engine Information	1208	Engine Pre-filter Oil Pressure	0 to 1000 kPa
65170	Engine Information	1209	Engine Exhaust Gas Pressure	-250 kPa TO 251.99 kPa
65170	Engine Information	1210	Engine Fuel Rack Position	0 to 100 %
65170	Engine Information	1241	Engine Gas Mass Flow Rate 1	0 to 3212.75 kg/h
65170	Engine Information	1242	Instantaneous Estimated Brake Power	"0 to 32,127.5 kW"
65171	Engine Electrical System/Module Information	1204	Electrical Load	"0 to 32,127.5 kW"
65171	Engine Electrical System/Module Information	1205	Safety Wire Status	0 to 3
65172	Engine Auxiliary Coolant	1203	Engine Auxiliary Coolant Pressure	0 to 1000 kPa
65172	Engine Auxiliary Coolant	1212	Engine Auxiliary Coolant Temperature	-40 to 210 deg C
65172	Engine Auxiliary Coolant	2435	Sea Water Pump Outlet Pressure	0 to 500 kPa
65173	Rebuild Information	1193	Engine Operation Time Since Rebuild	"0 to 4,211,081,215 s"
65174	Turbocharger Wastegate	1188	Engine Turbocharger 1 Wastegate Drive	0 to 100 %
65174	Turbocharger Wastegate	1189	Engine Turbocharger 2 Wastegate Drive	0 to 100 %
65174	Turbocharger Wastegate	1190	Engine Turbocharger 3 Wastegate Drive	0 to 100 %
65174	Turbocharger Wastegate	1191	Engine Turbocharger 4 Wastegate Drive	0 to 100 %
65174	Turbocharger Wastegate	1192	Engine Turbocharger Wastegate Actuator Control Air Pressure	0 to 1000 kPa
65175	Turbocharger Information 5	1184	Engine Turbocharger 1 Turbine Outlet Temperature	-273 to 1735 deg C
65175	Turbocharger Information 5	1185	Engine Turbocharger 2 Turbine Outlet Temperature	-273 to 1735 deg C
65175	Turbocharger Information 5	1186	Engine Turbocharger 3 Turbine Outlet Temperature	-273 to 1735 deg C
65175	Turbocharger Information 5	1187	Engine Turbocharger 4 Turbine Outlet Temperature	-273 to 1735 deg C
65176	Turbocharger Information 4	1180	Engine Turbocharger 1 Turbine Inlet Temperature	-273 to 1735 deg C
65176	Turbocharger Information 4	1181	Engine Turbocharger 2 Turbine Inlet Temperature	-273 to 1735 deg C
65176	Turbocharger Information 4	1182	Engine Turbocharger 3 Turbine Inlet Temperature	-273 to 1735 deg C
65176	Turbocharger Information 4	1183	Engine Turbocharger 4 Turbine Inlet Temperature	-273 to 1735 deg C
65177	Turbocharger Information 3	1176	Engine Turbocharger 1 Compressor Inlet Pressure	-250 kPa TO 251.99 kPa
65177	Turbocharger Information 3	1177	Engine Turbocharger 2 Compressor Inlet Pressure	-250 kPa TO 251.99 kPa
65177	Turbocharger Information 3	1178	Engine Turbocharger 3 Compressor Inlet Pressure	-250 kPa TO 251.99 kPa
65177	Turbocharger Information 3	1179	Engine Turbocharger 4 Compressor Inlet Pressure	-250 kPa TO 251.99 kPa
65178	Turbocharger Information 2	1172	Engine Turbocharger 1 Compressor Inlet Temperature	-273 to 1735 deg C
65178	Turbocharger Information 2	1173	Engine Turbocharger 2 Compressor Inlet Temperature	-273 to 1735 deg C
65178	Turbocharger Information 2	1174	Engine Turbocharger 3 Compressor Inlet Temperature	-273 to 1735 deg C
65178	Turbocharger Information 2	1175	Engine Turbocharger 4 Compressor Inlet Temperature	-273 to 1735 deg C
65179	Turbocharger Information 1	1168	Engine Turbocharger Lube Oil Pressure 2	0 to 1000 kPa
65179	Turbocharger Information 1	1169	Engine Turbocharger 2 Speed	"0 to 257,020 rpm"
65179	Turbocharger Information 1	1170	Engine Turbocharger 3 Speed	"0 to 257,020 rpm"
65179	Turbocharger Information 1	1171	Engine Turbocharger 4 Speed	"0 to 257,020 rpm"
65180	Main Bearing Temperature 3	1165	Engine Main Bearing 9 Temperature	-273 to 1735 deg C
65180	Main Bearing Temperature 3	1166	Engine Main Bearing 10 Temperature	-273 to 1735 deg C
65180	Main Bearing Temperature 3	1167	Engine Main Bearing 11 Temperature	-273 to 1735 deg C
65181	Main Bearing Temperature 2	1161	Engine Main Bearing 5 Temperature	-273 to 1735 deg C
65181	Main Bearing Temperature 2	1162	Engine Main Bearing 6 Temperature	-273 to 1735 deg C
65181	Main Bearing Temperature 2	1163	Engine Main Bearing 7 Temperature	-273 to 1735 deg C
65181	Main Bearing Temperature 2	1164	Engine Main Bearing 8 Temperature	-273 to 1735 deg C
65182	Main Bearing Temperature 1	1157	Engine Main Bearing 1 Temperature	-273 to 1735 deg C
65182	Main Bearing Temperature 1	1158	Engine Main Bearing 2 Temperature	-273 to 1735 deg C
65182	Main Bearing Temperature 1	1159	Engine Main Bearing 3 Temperature	-273 to 1735 deg C
65182	Main Bearing Temperature 1	1160	Engine Main Bearing 4 Temperature	-273 to 1735 deg C
65183	Exhaust Port Temperature 5	1153	Engine Exhaust Gas Port 17 Temperature	-273 to 1735 deg C
65183	Exhaust Port Temperature 5	1154	Engine Exhaust Gas Port 18 Temperature	-273 to 1735 deg C
65183	Exhaust Port Temperature 5	1155	Engine Exhaust Gas Port 19 Temperature	-273 to 1735 deg C
65183	Exhaust Port Temperature 5	1156	Engine Exhaust Gas Port 20 Temperature	-273 to 1735 deg C
65184	Exhaust Port Temperature 4	1149	Engine Exhaust Gas Port 13 Temperature	-273 to 1735 deg C
65184	Exhaust Port Temperature 4	1150	Engine Exhaust Gas Port 14 Temperature	-273 to 1735 deg C
65184	Exhaust Port Temperature 4	1151	Engine Exhaust Gas Port 15 Temperature	-273 to 1735 deg C
65184	Exhaust Port Temperature 4	1152	Engine Exhaust Gas Port 16 Temperature	-273 to 1735 deg C
65185	Exhaust Port Temperature 3	1145	Engine Exhaust Gas Port 9 Temperature	-273 to 1735 deg C
65185	Exhaust Port Temperature 3	1146	Engine Exhaust Gas Port 10 Temperature	-273 to 1735 deg C
65185	Exhaust Port Temperature 3	1147	Engine Exhaust Gas Port 11 Temperature	-273 to 1735 deg C
65185	Exhaust Port Temperature 3	1148	Engine Exhaust Gas Port 12 Temperature	-273 to 1735 deg C
65186	Exhaust Port Temperature 2	1141	Engine Exhaust Gas Port 5 Temperature	-273 to 1735 deg C
65186	Exhaust Port Temperature 2	1142	Engine Exhaust Gas Port 6 Temperature	-273 to 1735 deg C
65186	Exhaust Port Temperature 2	1143	Engine Exhaust Gas Port 7 Temperature	-273 to 1735 deg C
65186	Exhaust Port Temperature 2	1144	Engine Exhaust Gas Port 8 Temperature	-273 to 1735 deg C
65187	Exhaust Port Temperature 1	1137	Engine Exhaust Gas Port 1 Temperature	-273 to 1735 deg C
65187	Exhaust Port Temperature 1	1138	Engine Exhaust Gas Port 2 Temperature	-273 to 1735 deg C
65187	Exhaust Port Temperature 1	1139	Engine Exhaust Gas Port 3 Temperature	-273 to 1735 deg C
65187	Exhaust Port Temperature 1	1140	Engine Exhaust Gas Port 4 Temperature	-273 to 1735 deg C
65188	Engine Temperature 2	1135	Engine Oil Temperature 2	-273 to 1735 deg C
65188	Engine Temperature 2	1136	Engine ECU Temperature	-273 to 1735 deg C
65188	Engine Temperature 2	411	Engine Exhaust Gas Recirculation Differential Pressure	-250 kPa TO 251.99 kPa
65188	Engine Temperature 2	412	Engine Exhaust Gas Recirculation Temperature	-273 to 1735 deg C
65189	Intake Manifold Information 2	1131	Engine Intake Manifold 2 Temperature	-40 to 210 deg C
65189	Intake Manifold Information 2	1132	Engine Intake Manifold 3 Temperature	-40 to 210 deg C
65189	Intake Manifold Information 2	1133	Engine Intake Manifold 4 Temperature	-40 to 210 deg C
65189	Intake Manifold Information 2	1802	Engine Intake Manifold 5 Temperature	-40 to 210 deg C
65189	Intake Manifold Information 2	1803	Engine Intake Manifold 6 Temperature	-40 to 210 deg C
65190	Intake Manifold Information 1	1127	Engine Turbocharger 1 Boost Pressure	0 to +8031.875 kPa (0 to 1164.62 psi)
65190	Intake Manifold Information 1	1128	Engine Turbocharger 2 Boost Pressure	0 to +8031.875 kPa (0 to 1164.62 psi)
65190	Intake Manifold Information 1	1129	Engine Turbocharger 3 Boost Pressure	0 to +8031.875 kPa (0 to 1164.62 psi)
65190	Intake Manifold Information 1	1130	Engine Turbocharger 4 Boost Pressure	0 to +8031.875 kPa (0 to 1164.62 psi)
65191	Alternator Temperature	1122	Engine Alternator Bearing 1 Temperature	-40 to 210 deg C
65191	Alternator Temperature	1123	Engine Alternator Bearing 2 Temperature	-40 to 210 deg C
65191	Alternator Temperature	1124	Engine Alternator Winding 1 Temperature	-40 to 210 deg C
65191	Alternator Temperature	1125	Engine Alternator Winding 2 Temperature	-40 to 210 deg C
65191	Alternator Temperature	1126	Engine Alternator Winding 3 Temperature	-40 to 210 deg C
65192	Articulation Control	1120	Articulation Angle	-125 to 125 deg
65193	Exhaust Oxygen 1	1117	Engine Desired Rated Exhaust Oxygen	0 to 160.6375 %
65193	Exhaust Oxygen 1	1118	Engine Desired Exhaust Oxygen	0 to 160.6375 %
65193	Exhaust Oxygen 1	1119	Engine Actual Exhaust Oxygen	0 to 160.6375 %
65193	Exhaust Oxygen 1	1695	Engine Exhaust Gas Oxygen Sensor Fueling Correction	-125 to 125 %
65193	Exhaust Oxygen 1	1696	Engine Exhaust Gas Oxygen Sensor Closed Loop Operation	0 to 3
65194	Alternate Fuel 2	1116	Engine Gaseous Fuel Correction Factor	0 to 250 %
65194	Alternate Fuel 2	1692	Engine Desired Absolute Intake Manifold Pressure (Turbo Boost Limit)	"0 to 6,425.5 kPa"
65194	Alternate Fuel 2	1693	Engine Turbocharger Wastegate Valve Position	0 to 100 %
65194	Alternate Fuel 2	1694	Engine Gas Mass Flow Sensor Fueling Correction	-125 to 125 %
65195	Electronic Transmission Controller 6	1113	Recommended Gear	-125 to 125
65195	Electronic Transmission Controller 6	1115	Highest Possible Gear	-125 to 125
65195	Electronic Transmission Controller 6	1114	Lowest Possible Gear	-125 to 125
65195	Electronic Transmission Controller 6	2983	Clutch Life Remaining	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1099	"Brake Lining Remaining, Front Axle, Left Wheel"	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1100	"Brake Lining Remaining, Front Axle, Right Wheel"	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1101	"Brake Lining Remaining, Rear Axle #1, Left Wheel"	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1102	"Brake Lining Remaining, Rear Axle #1, Right Wheel"	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1103	"Brake Lining Remaining, Rear Axle #2, Left Wheel"	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1104	"Brake Lining Remaining, Rear Axle #2, Right Wheel"	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1105	"Brake Lining Remaining, Rear Axle #3, Left Wheel"	0 to 100 %
65196	Wheel Brake Lining Remaining Information	1106	"Brake Lining Remaining, Rear Axle #3, Right Wheel"	0 to 100 %
65197	Wheel Application Pressure High Range Information	1091	"Brake Application Pressure High Range, Front Axle, Left Wheel"	"0 to 1,250 kPa"
65197	Wheel Application Pressure High Range Information	1092	"Brake Application Pressure High Range, Front Axle, Right Wheel"	"0 to 1,250 kPa"
65197	Wheel Application Pressure High Range Information	1093	"Brake Application Pressure High Range, Rear Axle #1, Left Wheel"	"0 to 1,250 kPa"
65197	Wheel Application Pressure High Range Information	1094	"Brake Application Pressure High Range, Rear Axle #1, Right Wheel"	"0 to 1,250 kPa"
65197	Wheel Application Pressure High Range Information	1095	"Brake Application Pressure High Range, Rear Axle #2, Left Wheel"	"0 to 1,250 kPa"
65197	Wheel Application Pressure High Range Information	1096	"Brake Application Pressure High Range, Rear Axle #2, Right Wheel"	"0 to 1,250 kPa"
65197	Wheel Application Pressure High Range Information	1097	"Brake Application Pressure High Range, Rear Axle #3, Left Wheel"	"0 to 1,250 kPa"
65197	Wheel Application Pressure High Range Information	1098	"Brake Application Pressure High Range, Rear Axle #3, Right Wheel"	"0 to 1,250 kPa"
65198	Air Supply Pressure	46	Pneumatic Supply Pressure	"0 to 2,000 kPa"
65198	Air Supply Pressure	1086	Parking and/or Trailer Air Pressure	"0 to 2,000 kPa"
65198	Air Supply Pressure	1087	Service Brake Circuit 1 Air Pressure	"0 to 2,000 kPa"
65198	Air Supply Pressure	1088	Service Brake Circuit 2 Air Pressure	"0 to 2,000 kPa"
65198	Air Supply Pressure	1089	Auxiliary Equipment Supply Pressure	"0 to 2,000 kPa"
65198	Air Supply Pressure	1090	Air Suspension Supply Pressure	"0 to 2,000 kPa"
65198	Air Supply Pressure	1351	Air Compressor Status	0 to 3
65199	Fuel Consumption (Gaseous)	1039	Trip Fuel (Gaseous)	"0 to 2,105,540,607.5 kg"
65199	Fuel Consumption (Gaseous)	1040	Total Fuel Used (Gaseous)	"0 to 2,105,540,607.5 kg"
65200	Trip Time Information 2	1034	Trip Cruise Time	"0 to 210,554,060.75 hr"
65200	Trip Time Information 2	1035	Trip PTO Governor Time	"0 to 210,554,060.75 hr"
65200	Trip Time Information 2	1036	Trip Engine Running Time	"0 to 210,554,060.75 hr"
65200	Trip Time Information 2	1037	Trip Idle Time	"0 to 210,554,060.75 hr"
65200	Trip Time Information 2	1038	Trip Air Compressor On Time	"0 to 210,554,060.75 hr"
65201	ECU History	1032	Total ECU Distance	"0 to 526,385,151.9 km"
65201	ECU History	1033	Total ECU Run Time	"0 to 210,554,060.75 hr"
65202	Fuel Information 1 (Gaseous)	1030	Total Engine PTO Governor Fuel Used (Gaseous)	"0 to 2,105,540,607.5 kg"
65202	Fuel Information 1 (Gaseous)	1031	Trip Average Fuel Rate (Gaseous)	0 to 3212.75 kg/h
65202	Fuel Information 1 (Gaseous)	1389	Engine Fuel Specific Gravity	0 to 6.4255
65203	Fuel Information (Liquid)	1028	Total Engine PTO Governor Fuel Used	"0 to 2,105,540,607.5 L"
65203	Fuel Information (Liquid)	1029	Trip Average Fuel Rate	"0 to 3,212.75 L/h"
65204	Trip Time Information 1	1024	Trip Time in VSL	"0 to 210,554,060.75 hr"
65204	Trip Time Information 1	1025	Trip Time in Top Gear	"0 to 210,554,060.75 hr"
65204	Trip Time Information 1	1026	Trip Time in Gear Down	"0 to 210,554,060.75 hr"
65204	Trip Time Information 1	1027	Trip Time in Derate by Engine	"0 to 210,554,060.75 hr"
65205	Trip Shutdown Information	1020	Trip Number of Hot Shutdowns	"0 to 64,255 counts"
65205	Trip Shutdown Information	1021	Trip Number of Idle Shutdowns	"0 to 64,255 counts"
65205	Trip Shutdown Information	1022	Trip Number of Idle Shutdown Overrides	"0 to 64,255 counts"
65205	Trip Shutdown Information	1023	Trip Sudden Decelerations	"0 to 64,255 counts"
65206	Trip Vehicle Speed/Cruise Distance Information	1018	Trip Maximum Vehicle Speed	0 to 250.996 km/h
65206	Trip Vehicle Speed/Cruise Distance Information	1019	Trip Cruise Distance	"0 to 526,385,151.9 km"
65207	Engine Speed/Load Factor Information	1013	Trip Maximum Engine Speed	"0 to 8,031.875 rpm"
65207	Engine Speed/Load Factor Information	1014	Trip Average Engine Speed	"0 to 8,031.875 rpm"
65207	Engine Speed/Load Factor Information	1015	Trip Drive Average Load Factor	0 to 100 %
65207	Engine Speed/Load Factor Information	1016	Total Drive Average Load Factor	0 to 100 %
65207	Engine Speed/Load Factor Information	1017	Total Engine Cruise Time	"0 to 210,554,060.75 hr"
65208	Trip Fuel Information (Gaseous)	1007	Trip Drive Fuel Used (Gaseous)	"0 to 2,105,540,607.5 kg"
65208	Trip Fuel Information (Gaseous)	1008	Trip PTO Governor Moving Fuel Used (Gaseous)	"0 to 2,105,540,607.5 kg"
65208	Trip Fuel Information (Gaseous)	1009	Trip PTO Governor Non-moving Fuel Used (Gaseous)	"0 to 2,105,540,607.5 kg"
65208	Trip Fuel Information (Gaseous)	1010	Trip Vehicle Idle Fuel Used (Gaseous)	"0 to 2,105,540,607.5 kg"
65208	Trip Fuel Information (Gaseous)	1011	Trip Cruise Fuel Used (Gaseous)	"0 to 2,105,540,607.5 kg"
65208	Trip Fuel Information (Gaseous)	1012	Trip Drive Fuel Economy (Gaseous)	0 to 125.5 km/kg
65209	Trip Fuel Information (Liquid)	1001	Trip Drive Fuel Used	"0 to 2,105,540,607.5 L"
65209	Trip Fuel Information (Liquid)	1002	Trip PTO Governor Moving Fuel Used	"0 to 2,105,540,607.5 L"
65209	Trip Fuel Information (Liquid)	1003	Trip PTO Governor Non-moving Fuel Used	"0 to 2,105,540,607.5 L"
65209	Trip Fuel Information (Liquid)	1004	Trip Vehicle Idle Fuel Used	"0 to 2,105,540,607.5 L"
65209	Trip Fuel Information (Liquid)	1005	Trip Cruise Fuel Used	"0 to 2,105,540,607.5 L"
65209	Trip Fuel Information (Liquid)	1006	Trip Drive Fuel Economy	0 to 125.5 km/L
65210	Trip Distance Information	998	Trip Distance on VSL	"0 to 526,385,151.9 km"
65210	Trip Distance Information	999	Trip Gear Down Distance	"0 to 526,385,151.9 km"
65210	Trip Distance Information	1000	Trip Distance in Top Gear	"0 to 526,385,151.9 km"
65211	Trip Fan Information	994	Trip Fan On Time	"0 to 210,554,060.75 hr"
65211	Trip Fan Information	995	Trip Fan On Time Due to the Engine System	"0 to 210,554,060.75 hr"
65211	Trip Fan Information	996	Trip Fan On Time Due to a Manual Switch	"0 to 210,554,060.75 hr"
65211	Trip Fan Information	997	Trip Fan On Time Due to the A/C System	"0 to 210,554,060.75 hr"
65212	Compression/Service Brake Information	990	Total Compression Brake Distance	"0 to 526,385,151.9 km"
65212	Compression/Service Brake Information	991	Trip Compression Brake Distance	"0 to 526,385,151.9 km"
65212	Compression/Service Brake Information	992	Trip Service Brake Distance	"0 to 526,385,151.9 km"
65212	Compression/Service Brake Information	993	Trip Service Brake Applications	"0 to 4,227,858,431 appl"
65213	Fan Drive	975	Estimated Percent Fan Speed	0 to 100 %
65213	Fan Drive	977	Fan Drive State	0 to 15
65213	Fan Drive	1639	Fan Speed	"0 to 8,031.875 rpm"
65213	Fan Drive	4211	Hydraulic Fan Motor Pressure	"0 to 32,127.5 kPa"
65213	Fan Drive	4212	Fan Drive Bypass Command Status	0 to 100 %
65214	Electronic Engine Controller 4	166	Engine Rated Power	"0 to 32,127.5 kW"
65214	Electronic Engine Controller 4	189	Engine Rated Speed	"0 to 8,031.875 rpm"
65214	Electronic Engine Controller 4	3669	Engine Rotation Direction	0 to 3
65214	Electronic Engine Controller 4	3671	Crank Attempt Count on Present Start Attempt	0 to 250
65215	Wheel Speed Information	904	Front Axle Speed	0 to 250.996 km/h
65215	Wheel Speed Information	905	"Relative Speed; Front Axle, Left Wheel"	-7.8125 to 7.8125 km/h
65215	Wheel Speed Information	906	"Relative Speed; Front Axle, Right Wheel"	-7.8125 to 7.8125 km/h
65215	Wheel Speed Information	907	"Relative Speed; Rear Axle #1, Left Wheel"	-7.8125 to 7.8125 km/h
65215	Wheel Speed Information	908	"Relative Speed; Rear Axle #1, Right Wheel"	-7.8125 to 7.8125 km/h
65215	Wheel Speed Information	909	"Relative Speed; Rear Axle #2, Left Wheel"	-7.8125 to 7.8125 km/h
65215	Wheel Speed Information	910	"Relative Speed; Rear Axle #2, Right Wheel"	-7.8125 to 7.8125 km/h
65216	Service Information	911	Service Component Identification	0 to 250 ID
65216	Service Information	914	Service Distance	"-160,635 to 160,640 km"
65216	Service Information	912	Service Component Identification	0 to 250 ID
65216	Service Information	915	Service Delay/Calendar Time Based	-125 to 125 weeks
65216	Service Information	913	Service Component Identification	0 to 250 ID
65216	Service Information	916	Service Delay/Operational Time Based	"-32,127 to 32,128 hr"
65217	High Resolution Vehicle Distance	917	High Resolution Total Vehicle Distance	"0 to 21,055,406 km"
65217	High Resolution Vehicle Distance	918	High Resolution Trip Distance	"0 to 21,055,406 km"
65218	Electronic Retarder Controller 2	748	Transmission Output Retarder	0 to 3
65219	Electronic Transmission Controller 5	778	Transmission High Range Sense Switch	0 to 3
65219	Electronic Transmission Controller 5	779	Transmission Low Range Sense Switch	0 to 3
65219	Electronic Transmission Controller 5	767	Transmission Reverse Direction Switch	0 to 3
65219	Electronic Transmission Controller 5	604	Transmission Neutral Switch	0 to 3
65219	Electronic Transmission Controller 5	903	Transmission Forward Direction Switch	0 to 3
65221	Electronic Transmission Controller 4	53	Transmission Synchronizer Clutch Value	0 to 100 %
65221	Electronic Transmission Controller 4	54	Transmission Synchronizer Brake Value	0 to 100 %
65223	Electronic Transmission Controller 3	59	Transmission Shift Finger Gear Position	0 to 100 %
65223	Electronic Transmission Controller 3	60	Transmission Shift Finger Rail Position	0 to 100 %
65223	Electronic Transmission Controller 3	780	Transmission Shift Finger Neutral Indicator	0 to 3
65223	Electronic Transmission Controller 3	781	Transmission Shift Finger Engagement Indicator	0 to 3
65223	Electronic Transmission Controller 3	782	Transmission Shift Finger Center Rail Indicator	0 to 3
65223	Electronic Transmission Controller 3	772	Transmission Shift Finger Rail Actuator 1	0 to 3
65223	Electronic Transmission Controller 3	773	Transmission Shift Finger Gear Actuator 1	0 to 3
65223	Electronic Transmission Controller 3	783	Transmission Shift Finger Rail Actuator 2	0 to 3
65223	Electronic Transmission Controller 3	784	Transmission Shift Finger Gear Actuator 2	0 to 3
65223	Electronic Transmission Controller 3	768	Transmission Range High Actuator	0 to 3
65223	Electronic Transmission Controller 3	769	Transmission Range Low Actuator	0 to 3
